chi,dp_norm,coh,stab,rad,size,ratio
0.090909,0.003043,3.125000,18.398796,1.545455,11.000000,0.757576
0.125000,0.523447,3.250000,18.201247,1.607143,8.000000,0.764706
0.125000,0.829106,1.882353,17.703170,1.948052,22.000000,0.653061
0.055556,0.139871,2.000000,28.370112,1.751634,18.000000,0.666667
0.055556,0.015913,1.510638,15.031110,1.920290,24.000000,0.601695
0.055556,0.162106,2.000000,28.370112,1.751634,18.000000,0.666667
0.055556,0.015913,1.510638,15.031110,1.920290,24.000000,0.601695
0.166667,0.428659,2.000000,20.867378,1.466667,6.000000,0.666667
0.166667,0.232295,2.111111,11.385203,1.321429,8.000000,0.678571
0.045455,0.296997,2.172414,17.145912,1.978462,26.000000,0.684783
0.045455,0.052063,1.642857,16.324710,1.800866,22.000000,0.621622
0.250000,0.001253,1.875000,12.137543,1.952381,21.000000,0.652174
0.083333,0.098710,1.409091,18.716024,1.857143,15.000000,0.584906
0.083333,0.250000,2.100000,15.343128,1.742424,12.000000,0.677419
0.125000,0.999999,1.727273,14.872167,1.321429,8.000000,0.633333
0.125000,0.126510,1.066667,19.750940,1.908333,16.000000,0.516129
0.043478,0.270077,8.222222,18.928125,1.857708,23.000000,0.891566
0.043478,0.169061,4.300000,21.982263,1.679842,23.000000,0.811321
0.142857,0.015385,2.500000,18.372916,1.571429,7.000000,0.714286
0.142857,0.363060,7.090909,19.445457,1.786561,23.000000,0.876404
0.083333,0.745726,1.652174,19.932276,1.830000,25.000000,0.622951
0.083333,0.219373,1.694444,13.120114,1.736842,20.000000,0.628866
0.090909,0.745726,1.652174,19.932276,1.830000,25.000000,0.622951
0.090909,0.075954,1.250000,23.128003,1.666667,13.000000,0.555556
0.142857,0.203710,1.578947,8.939314,1.355556,10.000000,0.612245
0.100000,0.186380,2.272727,24.538058,1.751634,18.000000,0.694444
0.052632,0.196587,1.729167,19.583083,1.849003,27.000000,0.633588
0.052632,0.009861,1.540541,8.909835,1.725146,19.000000,0.606383
0.100000,0.070115,2.272727,24.538058,1.751634,18.000000,0.694444
0.250000,0.529412,2.500000,18.123012,1.166667,4.000000,0.714286
0.076923,0.429522,2.727273,21.992776,1.615385,13.000000,0.731707
0.076923,0.310897,1.777778,21.364203,1.842365,29.000000,0.640000
0.200000,0.743886,2.333333,12.433090,1.300000,5.000000,0.700000
0.041667,0.123741,5.533333,21.126403,1.782609,24.000000,0.846939
0.041667,0.058648,4.666667,22.078420,1.818462,26.000000,0.823529
0.045455,0.156536,1.533333,20.748871,1.800866,22.000000,0.605263
0.045455,0.164191,1.972973,19.086586,2.062069,30.000000,0.663636
0.076923,0.134549,1.833333,24.715840,1.602564,13.000000,0.647059
0.076923,0.164191,1.972973,19.086586,2.062069,30.000000,0.663636
0.200000,0.164191,1.972973,19.086586,2.062069,30.000000,0.663636
0.200000,0.100000,4.500000,23.252273,1.100000,5.000000,0.818182
0.041667,0.160216,2.000000,20.178762,1.995074,29.000000,0.666667
0.041667,0.216128,1.682927,13.702199,1.750000,24.000000,0.627273
0.142857,0.751016,4.000000,19.165142,1.666667,12.000000,0.800000
0.100000,0.503737,5.500000,21.421033,1.577778,10.000000,0.846154
0.100000,0.101223,1.409091,17.506666,1.857143,15.000000,0.584906
0.047619,0.102606,1.971429,22.354753,1.800866,22.000000,0.663462
0.047619,0.724159,1.725490,23.784874,1.834758,27.000000,0.633094
0.111111,0.468314,1.862069,23.930032,2.130159,36.000000,0.650602
0.111111,0.101223,1.409091,17.506666,1.857143,15.000000,0.584906
0.055556,0.071623,1.566667,20.721498,1.732026,18.000000,0.610390
0.055556,0.724159,1.725490,23.784874,1.834758,27.000000,0.633094
0.090909,0.039717,2.055556,23.684634,1.844758,32.000000,0.672727
0.090909,0.011836,3.800000,24.137591,1.638095,21.000000,0.791667
0.090909,0.179395,4.523810,21.922281,1.702899,24.000000,0.818966
