thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi,duration,theta,stability_bin,pre_E_total,post_E_total
4,-3817.500000,0.000000,-1657.777778,0.000000,3817.500000,1657.777778,381.750000,165.777778,69.236433,83.342486,34.618216,41.671243,280,10,0.250000,41.000000,0.000000,30.000000,1.410422,1.872301
4,-3997.913223,0.000000,-1440.000000,0.000000,3997.913223,1440.000000,399.791322,144.000000,56.339923,33.528122,28.169962,16.764061,280,10,0.090909,41.000000,0.000000,25.000000,1.197578,0.000000
4,-3817.500000,0.000000,-1657.777778,0.000000,3817.500000,1657.777778,381.750000,165.777778,69.236433,83.342486,34.618216,41.671243,10,280,0.250000,41.000000,0.000000,30.000000,1.410422,1.872301
4,-3817.500000,0.000000,-1657.777778,0.000000,3817.500000,1657.777778,381.750000,165.777778,69.236433,83.342486,34.618216,41.671243,10,280,0.250000,41.000000,0.000000,30.000000,1.410422,1.872301
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,70,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,270,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,270,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,66.372491,0.000000,-7290.000000,0.000000,111.361622,7290.000000,1898.625000,729.000000,27.777446,38.048236,13.888723,19.024118,160,160,0.125000,141.000000,0.000000,10.000000,4.810424,0.000000
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,270,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,70,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,26.792772,0.000000,-7290.000000,0.000000,26.792772,7290.000000,544.000000,729.000000,5.206597,38.048236,2.603299,19.024118,40,40,0.250000,404.000000,0.000000,0.000000,0.771407,0.000000
4,-32326.875000,0.000000,-22895.555556,0.000000,32326.875000,22895.555556,3232.687500,2289.555556,58.204660,83.759958,29.102330,41.879979,270,270,0.111111,67.000000,0.000000,25.000000,5.178581,4.519566
4,-1480.413223,0.000000,-490.000000,0.000000,1480.413223,490.000000,148.041322,49.000000,53.991277,38.503926,26.995639,19.251963,290,10,0.111111,58.000000,0.000000,25.000000,1.162460,0.000000
4,-59070.000000,0.000000,-217.777778,0.000000,59070.000000,217.777778,5907.000000,21.777778,42.137395,50.000000,21.068698,25.000000,220,220,0.250000,126.000000,0.000000,20.000000,16.096930,0.000000
4,-1301.864570,0.000000,-217.777778,0.000000,1301.864570,217.777778,1697.306122,21.777778,39.836126,50.000000,19.918063,25.000000,200,200,0.250000,129.000000,0.000000,15.000000,2.699767,0.000000
4,-1312.401861,0.000000,-217.777778,0.000000,1312.401861,217.777778,1697.306122,21.777778,39.836126,50.000000,19.918063,25.000000,200,200,0.250000,129.000000,0.000000,15.000000,2.699767,0.000000
4,-6097.777778,0.000000,-612.500000,0.000000,6097.777778,612.500000,609.777778,61.250000,80.219391,94.426743,40.109695,47.213371,70,340,0.250000,65.000000,0.000000,40.000000,2.797171,1.963948
4,-1300.000000,0.000000,-612.500000,0.000000,1300.000000,612.500000,130.000000,61.250000,68.589508,94.426743,34.294754,47.213371,290,10,0.250000,97.000000,0.000000,30.000000,1.432718,1.963948
4,-1300.000000,0.000000,-612.500000,0.000000,1300.000000,612.500000,130.000000,61.250000,68.589508,94.426743,34.294754,47.213371,290,10,0.250000,97.000000,0.000000,30.000000,1.432718,1.963948
4,-1300.000000,0.000000,-612.500000,0.000000,1300.000000,612.500000,130.000000,61.250000,68.589508,94.426743,34.294754,47.213371,10,290,0.250000,97.000000,0.000000,30.000000,1.432718,1.963948
4,-6097.777778,0.000000,-612.500000,0.000000,6097.777778,612.500000,609.777778,61.250000,80.219391,94.426743,40.109695,47.213371,70,340,0.250000,65.000000,0.000000,40.000000,2.797171,1.963948
4,-6097.777778,0.000000,-612.500000,0.000000,6097.777778,612.500000,609.777778,61.250000,80.219391,94.426743,40.109695,47.213371,340,70,0.250000,65.000000,0.000000,40.000000,2.797171,1.963948
4,310.654645,0.000000,-12620.506122,0.000000,310.654645,12620.506122,8688.000000,1262.050612,16.287870,88.810683,8.143935,44.405342,90,90,0.111111,267.000000,0.000000,5.000000,11.466964,3.350103
4,311.398401,0.000000,-12620.506122,0.000000,311.398401,12620.506122,8688.000000,1262.050612,16.287870,88.810683,8.143935,44.405342,90,90,0.111111,267.000000,0.000000,5.000000,11.466964,3.350103
4,-21185.000000,0.000000,-12620.506122,0.000000,21185.000000,12620.506122,2118.500000,1262.050612,59.655101,88.810683,29.827551,44.405342,50,250,0.100000,135.000000,0.000000,25.000000,3.947708,3.350103
4,-21185.000000,0.000000,-12620.506122,0.000000,21185.000000,12620.506122,2118.500000,1262.050612,59.655101,88.810683,29.827551,44.405342,50,250,0.100000,135.000000,0.000000,25.000000,3.947708,3.350103
4,355.516630,0.000000,-12620.506122,0.000000,355.516630,12620.506122,8688.000000,1262.050612,16.287870,88.810683,8.143935,44.405342,90,90,0.111111,267.000000,0.000000,5.000000,11.466964,3.350103
4,356.260386,0.000000,-12620.506122,0.000000,356.260386,12620.506122,8688.000000,1262.050612,16.287870,88.810683,8.143935,44.405342,90,90,0.111111,267.000000,0.000000,5.000000,11.466964,3.350103
4,-7503.017751,0.000000,-1111.111111,0.000000,7503.017751,1111.111111,750.301775,111.111111,58.583851,42.904968,29.291925,21.452484,10,340,0.111111,74.000000,0.000000,25.000000,2.071816,0.000000
4,-7503.017751,0.000000,-1111.111111,0.000000,7503.017751,1111.111111,750.301775,111.111111,58.583851,42.904968,29.291925,21.452484,10,340,0.111111,74.000000,0.000000,25.000000,2.071816,0.000000
4,-1565.277778,0.000000,-3046.611570,0.000000,1565.277778,3046.611570,156.527778,304.661157,80.413175,25.429234,40.206588,12.714617,370,10,0.250000,81.000000,0.000000,40.000000,1.635299,0.000000
4,-116160.000000,0.000000,0.000000,0.000000,116160.000000,0.000000,11616.000000,0.000000,44.186967,0.000000,22.093484,0.000000,220,220,1.000000,207.000000,0.000000,20.000000,19.767703,0.000000
4,-1565.277778,0.000000,-3046.611570,0.000000,1565.277778,3046.611570,156.527778,304.661157,80.413175,25.429234,40.206588,12.714617,370,10,0.250000,81.000000,0.000000,40.000000,1.635299,0.000000
4,-116160.000000,0.000000,0.000000,0.000000,116160.000000,0.000000,11616.000000,0.000000,44.186967,0.000000,22.093484,0.000000,220,220,1.000000,207.000000,0.000000,20.000000,19.767703,0.000000
4,69.402041,0.000000,0.000000,0.000000,69.402041,0.000000,1600.000000,0.000000,20.960132,0.000000,10.480066,0.000000,130,130,1.000000,242.000000,0.000000,10.000000,2.369769,0.000000
4,-1565.277778,0.000000,-3046.611570,0.000000,1565.277778,3046.611570,156.527778,304.661157,80.413175,25.429234,40.206588,12.714617,370,10,0.250000,81.000000,0.000000,40.000000,1.635299,0.000000
4,-1443.903061,0.000000,-691.250000,0.000000,1443.903061,691.250000,144.390306,69.125000,91.511914,96.324285,45.755957,48.162142,510,510,0.125000,53.000000,0.000000,45.000000,2.009282,2.012495
4,-1443.903061,0.000000,-691.250000,0.000000,1443.903061,691.250000,144.390306,69.125000,91.511914,96.324285,45.755957,48.162142,510,510,0.125000,53.000000,0.000000,45.000000,2.009282,2.012495
4,-15886.805556,0.000000,-480.000000,0.000000,15886.805556,480.000000,1588.680556,48.000000,82.933905,86.926891,41.466952,43.463445,180,10,0.166667,163.000000,0.000000,40.000000,3.588476,1.798262
4,-15886.805556,0.000000,-480.000000,0.000000,15886.805556,480.000000,1588.680556,48.000000,82.933905,86.926891,41.466952,43.463445,380,10,0.166667,163.000000,0.000000,40.000000,3.588476,1.798262
4,-1443.903061,0.000000,-691.250000,0.000000,1443.903061,691.250000,144.390306,69.125000,91.511914,96.324285,45.755957,48.162142,510,310,0.125000,53.000000,0.000000,45.000000,2.009282,2.012495
